GeneId,GeneSym,mRNA concentrationa in AU/µg DCW at µ=0.10 h-1,mRNA concentrationa in AU/µg DCW at µ=0.20 h-1,mRNA concentrationa in AU/µg DCW at µ=0.40 h-1,mRNA concentrationa in AU/µg DCW at µ=0.63 h-1,mRNA half-lifea in min at µ=0.10 h-1,mRNA half-lifea in min at µ=0.20 h-1,mRNA half-lifea in min at µ=0.40 h-1,mRNA half-lifea in min at µ=0.63 h-1,Gene in Operonb?,Number of genes in operonb,Position in operonb,Gene is essentialc? ,COGd,Cell location of gene productd,length of ORFe in bp,%GC of ORF,length of 5'UTRf in bp,%GC of 5'UTR,length of ORF+5'UTR in bp,%GC of ORF+5'UTR,CAI of ORF,Protein with signal peptided?
b2128,yehW,490.19,450.96,481.2,482.75,5.13,5.89,5.53,6.7,Yes,4,4,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,732,0.58,NA,NA,NA,NA,0.33,No
b2129,yehX,464.72,389.71,521.8,647.75,5.49,5.5,5.83,4.9,Yes,4,3,No,[E] Amino acid transport and metabolism,Cytoplasmic,927,0.55,NA,NA,NA,NA,0.35,No
b2130,yehY,526.01,502.4,544.09,753.95,5.35,4.95,4.99,4.22,Yes,4,2,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1158,0.57,NA,NA,NA,NA,0.34,No
b2131,osmF,819.77,688.7,589.43,666.25,4.48,4.07,4.62,4.73,Yes,4,1,No,[M] Cell wall/membrane/envelope biogenesis,Periplasmic,918,0.54,642,0.5,1560,0.53,0.37,Yes
b2132,bglX,2427.8,4994.74,7822.59,8159.1,2.66,1.79,1.47,1.44,No,1,NA,No,[G] Carbohydrate transport and metabolism,Periplasmic,2298,0.54,NA,NA,NA,NA,0.46,No
b2133,dld,10403.22,11675.89,18898.8,20648.64,2.1,2.49,2.57,2.33,No,1,NA,No,[C] Energy production and conversion,Cytoplasmic,1716,0.52,31,0.42,1747,0.52,0.43,No
b2134,pbpG,911.6,1590.02,2324.85,2582.45,4.1,2.74,2.21,2.21,No,1,NA,No,[M] Cell wall/membrane/envelope biogenesis,Periplasmic,933,0.51,71,0.56,1004,0.51,0.4,Yes
b2135,yohC,2735.79,641.74,641.07,580.57,3.45,5.92,6.13,6.18,No,1,NA,No,NA,Integral Membrane Protein,588,0.54,33,0.55,621,0.54,0.38,No
b2136,yohD,1055.19,774.2,1353.56,1512.26,3.95,4.19,3.14,3.21,No,1,NA,No,[S] Function unknown,Integral Membrane Protein,579,0.54,24,0.54,603,0.54,0.35,No
b2137,yohF,603.47,387.12,438.89,545.23,5.44,6.65,6.5,6.09,No,1,NA,No,[I] Lipid transport and metabolism,Cytoplasmic,762,0.55,511,0.56,1273,0.55,0.32,No
b2140,dusC,540.33,1154.63,1340.74,1529.98,5.92,3.46,2.96,3.03,No,1,NA,No,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,948,0.54,100,0.47,1048,0.54,0.38,No
b2142,yohK,371.41,435.03,687.93,566.44,6.37,4.81,3.84,4.78,Yes,2,2,No,[M] Cell wall/membrane/envelope biogenesis,Integral Membrane Protein,696,0.53,17,0.41,713,0.53,0.34,No
b2143,cdd,700.31,653.12,1069.12,780.38,5.07,4.58,3.62,4.68,No,1,NA,No,[F] Nucleotide transport and metabolism,Cytoplasmic,885,0.55,178,0.43,1063,0.53,0.41,No
b2146,yeiT,472.13,383.38,354.78,195.44,5.77,6.46,10.81,10.27,Yes,2,1,No,[E] Amino acid transport and metabolism,Cytoplasmic,1239,0.51,228,0.35,1467,0.49,0.36,No
b2147,yeiA,1637.74,1974.37,1369.25,766.11,3.25,3.59,5.91,4.3,Yes,2,2,No,[C] Energy production and conversion,Cytoplasmic,1236,0.51,NA,NA,NA,NA,0.4,No
b2148,mglC,11868.02,10061.61,11733.6,3382.23,2.74,2.3,2.43,2.45,Yes,3,3,No,[G] Carbohydrate transport and metabolism,Integral Membrane Protein,1011,0.5,541,0.45,1552,0.48,0.39,No
b2149,mglA,12734.41,9621.57,8797.61,3273.48,2.48,2.31,2.38,2.6,Yes,3,2,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,1521,0.45,NA,NA,NA,NA,0.35,No
b2150,mglB,24514,23617.66,17739.68,6844.59,4.41,4.68,4.07,3.67,Yes,3,1,No,[G] Carbohydrate transport and metabolism,Unknown,999,0.51,218,0.43,1217,0.5,0.6,Yes
b2152,yeiB,459.8,601.8,1368.47,2388.29,5.15,3.48,2.65,2.02,Yes,2,2,No,[S] Function unknown,Integral Membrane Protein,1158,0.54,469,0.51,1627,0.53,0.31,No
b2153,folE,4840.06,7260.2,13061.76,17967.91,2.17,1.75,1.5,2.78,Yes,2,1,Yes,[H] Coenzyme transport and metabolism,Cytoplasmic,669,0.51,147,0.48,816,0.51,0.43,No
b2154,yeiG,5306.82,6919.99,11105.87,10208.93,4.32,6.81,5.75,5.59,No,1,NA,No,[R] General function prediction only,Cytoplasmic,837,0.54,29,0.48,866,0.54,0.41,No
b2155,cirA,1156.37,3382.36,8098.58,18032.51,3.39,1.95,1.46,2.93,No,1,NA,No,[P] Inorganic ion transport and metabolism,Outer Membrane B-barrel protein,1992,0.53,351,0.43,2343,0.51,0.48,No
b2156,lysP,4427.04,8879.86,24691.4,37179.12,2.51,1.66,1.18,1.22,No,1,NA,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1470,0.53,105,0.45,1575,0.53,0.54,No
b2157,yeiE,519.22,764.8,1162.03,1477.95,5.76,4.08,3.29,3.04,No,1,NA,No,[K] Transcription,Unknown,882,0.54,24,0.33,906,0.53,0.35,No
b2158,yeiH,439.02,447.89,844.28,705.74,6.27,5,3.92,5.26,No,1,NA,No,[S] Function unknown,Integral Membrane Protein,1050,0.53,17,0.47,1067,0.53,0.46,Yes
b2159,nfo,2533.42,3101.61,4651.74,5615.77,2.91,3.12,2.88,2.16,No,1,NA,No,"[L] Replication, recombination and repair",Periplasmic,858,0.52,NA,NA,NA,NA,0.44,No
b2160,yeiI,1595.92,2108.42,3490.2,4166.57,3.13,2.56,2.25,1.79,No,1,NA,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,1089,0.52,258,0.54,1347,0.52,0.37,No
b2161,nupX,90.81,71,91.62,90.21,15.97,15.73,17.51,19.51,No,1,NA,No,[F] Nucleotide transport and metabolism,Integral Membrane Protein,1251,0.5,700,0.55,1951,0.52,0.33,No
b2165,psuG,1087.97,1033.72,820.55,278.02,3.86,3.73,4.48,9.7,Yes,2,2,No,"[Q] Secondary metabolites biosynthesis, transport and catabolism",Unknown,939,0.5,NA,NA,NA,NA,0.44,No
b2167,fruA,5038.75,5708.92,10676.2,7101.73,3.72,4.77,4.68,3.38,Yes,3,3,No,[G] Carbohydrate transport and metabolism,Integral Membrane Protein,1692,0.56,NA,NA,NA,NA,0.53,No
b2168,fruK,3778.36,5391.01,10596.22,7280.22,2.65,2.19,1.98,2.36,Yes,3,2,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,939,0.53,75,0.61,1014,0.54,0.48,No
b2169,fruB,946.09,2114.59,3445.01,1668.97,4.03,2.58,2.16,3.41,Yes,3,1,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,1131,0.56,NA,NA,NA,NA,0.46,No
b2170,setB,61.09,95.9,166.54,179.5,28.79,17.9,14.87,14.9,No,1,NA,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1182,0.53,460,0.46,1642,0.51,0.35,No
b2171,yeiP,1431.18,2442.96,3741.73,6858.82,3.43,2.44,1.91,1.78,No,1,NA,No,NA,Cytoplasmic,573,0.5,627,0.53,1200,0.51,0.55,No
b2172,yeiQ,1354.57,1464.48,1637.3,1664.56,3.46,2.76,2.65,2.71,No,1,NA,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,1467,0.52,31,0.35,1498,0.52,0.38,No
b2173,yeiR,397.57,833.09,991.78,1283.36,6.64,3.58,3.14,3.02,Yes,2,1,No,[R] General function prediction only,Cytoplasmic,987,0.55,213,0.47,1200,0.53,0.33,No
b2175,spr,1465.51,2033.15,2437.83,2606.49,3.37,2.38,2.16,2.31,No,1,NA,No,[M] Cell wall/membrane/envelope biogenesis,Outer membrane Lipoprotein,567,0.47,59,0.34,626,0.46,0.42,Yes
b2176,rtn,203.21,288.47,332.82,504,11.1,7.51,6.62,6.2,No,1,NA,No,[T] Signal transduction mechanisms,Membrane Anchored,1557,0.51,243,0.43,1800,0.5,0.35,No
b2177,yejA,206.77,278.54,401.47,565.3,10.05,6.6,6.65,5.89,Yes,4,1,No,NA,Unknown,1815,0.51,568,0.52,2383,0.51,0.39,Yes
b2178,yejB,134.05,201.39,326.11,338.26,11.74,7.88,6.64,5.96,Yes,4,2,No,[R] General function prediction only,Integral Membrane Protein,1095,0.51,NA,NA,NA,NA,0.41,No
b2179,yejE,157.22,199.82,380.19,489.95,8.8,6.92,6.61,4.73,Yes,4,3,No,[R] General function prediction only,Integral Membrane Protein,1026,0.53,601,0.5,1627,0.52,0.31,No
b2180,yejF,481.71,725.15,1101.34,1300.68,5.22,3.87,3.81,3.16,Yes,4,4,No,[R] General function prediction only,Cytoplasmic,1590,0.51,314,0.52,1904,0.51,0.29,No
b2181,yejG,1367.18,2767.51,1916.12,3598.56,3.42,2.5,2.69,2.17,No,1,NA,No,NA,Cytoplasmic,345,0.49,39,0.36,384,0.47,0.34,No
b2182,bcr,543.25,795.66,1157.98,1943.43,5.17,3.73,3.07,2.44,No,1,NA,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1191,0.53,18,0.56,1209,0.53,0.34,No
b2183,rsuA,2318.11,4109.85,8033.24,7780.75,2.92,1.98,1.43,1.42,No,1,NA,No,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,696,0.53,110,0.45,806,0.52,0.44,No
b2184,yejH,584.15,837.06,1209.61,1218.16,5.38,3.68,2.91,3.29,No,1,NA,No,[K] Transcription,Cytoplasmic,1761,0.53,118,0.46,1879,0.53,0.41,No
b2185,rplY,2871.59,3871.55,8375.2,15557.84,4.59,5.42,4.93,2.5,No,1,NA,No,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,285,0.51,76,0.43,361,0.49,0.81,No
b2186,yejK,1418.8,2873.69,3575.1,6085.5,3.52,2.71,2.37,2.06,No,1,NA,No,[R] General function prediction only,Cytoplasmic,1008,0.52,21,0.38,1029,0.52,0.43,No
b2187,yejL,1695.57,2594.56,4421.52,6291.13,3.3,2.4,1.87,1.56,Yes,2,1,No,[S] Function unknown,Cytoplasmic,228,0.5,27,0.3,255,0.48,0.47,No
b2188,yejM,1040.41,1606.58,2411.29,2700.59,3.82,2.57,2.14,2.02,Yes,2,2,Yes,[R] General function prediction only,Integral Membrane Protein,1761,0.52,216,0.5,1977,0.52,0.4,No
b2190,yejO,311.3,596.2,718.8,995.12,7.05,4.34,4.19,3.71,No,1,NA,No,[M] Cell wall/membrane/envelope biogenesis,Periplasmic,2511,0.48,NA,NA,NA,NA,0.34,No
b2193,narP,1437.73,2768.27,4227.27,3677.44,3.38,2.39,2.21,2.42,No,1,NA,No,[K] Transcription,Cytoplasmic,648,0.52,136,0.43,784,0.51,0.38,No
b2194,ccmH,518.19,884.79,1286.44,1105.45,7.78,7.06,5.88,4.9,Yes,15,15,No,"[O] Posttranslational modification, protein turnover, chaperones",Integral Membrane Protein,1053,0.54,NA,NA,NA,NA,0.4,Yes
b2195,ccmG,453.9,575.68,1204.2,1264.77,6.65,6.22,4.27,4,Yes,15,14,No,[C] Energy production and conversion,Unknown,558,0.54,NA,NA,NA,NA,0.42,No
b2196,ccmF,560.01,798.21,1248.62,1540.47,6.21,4.83,4.27,3.61,Yes,15,13,No,"[O] Posttranslational modification, protein turnover, chaperones",Integral Membrane Protein,1944,0.57,NA,NA,NA,NA,0.39,No
b2197,ccmE,1154.08,1294.43,2403.68,2928.43,4.1,4.4,3.82,2.95,Yes,15,12,No,"[O] Posttranslational modification, protein turnover, chaperones",Membrane Anchored,480,0.54,NA,NA,NA,NA,0.43,No
b2198,ccmD,1117.58,1231.15,2080.19,2425.54,4.05,4.1,3.94,2.98,Yes,15,11,No,"[U] Intracellular trafficking, secretion, and vesicular transport",Membrane Anchored,210,0.57,NA,NA,NA,NA,0.42,No
b2199,ccmC,636.67,811.21,1151.38,1283.46,5.11,4.4,4.03,3.52,Yes,15,10,No,"[O] Posttranslational modification, protein turnover, chaperones",Integral Membrane Protein,738,0.55,NA,NA,NA,NA,0.38,No
b2205,napG,1196.96,1368.83,2186.89,2335.72,3.71,3.68,3.57,2.56,Yes,15,4,No,[C] Energy production and conversion,Unknown,696,0.59,NA,NA,NA,NA,0.39,No
b2206,napA,2855.15,3111.52,4824.04,4954.42,2.65,2.63,2.57,1.92,Yes,15,3,No,[C] Energy production and conversion,Periplasmic,2487,0.56,NA,NA,NA,NA,0.58,Yes
b2207,napD,264.96,286.81,465.28,516.52,8.65,6.77,5.7,5.78,Yes,15,2,No,[P] Inorganic ion transport and metabolism,Cytoplasmic,264,0.55,NA,NA,NA,NA,0.46,No
b2208,napF,1193.53,1111.24,1791.34,1769.25,3.94,3.72,2.71,3.11,Yes,15,1,No,[C] Energy production and conversion,Cytoplasmic,495,0.55,NA,NA,NA,NA,0.38,No
b2209,eco,545.94,924.54,1034.2,1355.87,6.19,6.57,7.42,6.7,No,1,NA,No,[R] General function prediction only,Periplasmic,489,0.49,44,0.32,533,0.48,0.45,Yes
b2210,mqo,1173.65,2368.55,4067.47,5529.19,3.44,2.12,1.68,2.23,No,1,NA,No,[R] General function prediction only,Periplasmic,1647,0.54,49,0.41,1696,0.54,0.42,Yes
b2211,yojI,2099.3,3011.17,4423.82,7889.88,2.97,2.08,1.61,1.43,No,1,NA,No,[P] Inorganic ion transport and metabolism,Integral Membrane Protein,1644,0.53,53,0.51,1697,0.53,0.38,No
b2212,alkB,214.94,297.35,355.99,289.28,10.33,7.52,7.39,10.27,Yes,2,2,No,"[L] Replication, recombination and repair",Cytoplasmic,651,0.53,NA,NA,NA,NA,0.36,No
b2213,ada,264.18,327.85,501.23,348.51,8.14,5.84,5.2,6.73,Yes,2,1,No,[F] Nucleotide transport and metabolism,Cytoplasmic,1065,0.57,11,0.55,1076,0.57,0.35,No
b2214,apbE,279.87,533.92,821.63,820.26,7.83,4.66,3.51,4.07,No,1,NA,No,[H] Coenzyme transport and metabolism,Inner membrane Lipoprotein,1056,0.53,273,0.44,1329,0.52,0.45,No
b2215,ompC,20871.83,16303.27,20525.23,25195.58,20.22,18.68,11.84,12.81,No,1,NA,No,[M] Cell wall/membrane/envelope biogenesis,Outer Membrane B-barrel protein,1104,0.51,79,0.37,1183,0.5,0.84,Yes
b2216,rcsD,693.15,1346.68,1500.07,3292.68,4.35,2.81,2.8,2,Yes,2,1,No,[T] Signal transduction mechanisms,Membrane Anchored,2673,0.49,36,0.39,2709,0.49,0.37,No
b2217,rcsB,12621.92,16892.71,22844.44,32631.51,2.07,1.66,1.55,1.65,Yes,2,2,No,[K] Transcription,Cytoplasmic,651,0.48,482,0.47,1133,0.47,0.47,No
b2218,rcsC,555.82,672.28,937.01,1166.61,5,3.9,3.54,3.39,No,1,NA,No,[T] Signal transduction mechanisms,Integral Membrane Protein,2802,0.51,83,0.54,2885,0.51,0.34,No
b2219,atoS,559.49,513.61,412.16,380.6,5.27,4.91,7.63,7.62,Yes,2,1,No,[C] Energy production and conversion,Integral Membrane Protein,1827,0.49,NA,NA,NA,NA,0.35,No
b2220,atoC,1018.5,1122.27,740.44,770.89,3.81,3.21,5.04,4.37,Yes,2,2,No,[T] Signal transduction mechanisms,Cytoplasmic,1386,0.49,NA,NA,NA,NA,0.34,No
b2221,atoD,65.41,106.04,122.1,104.29,31.88,19.25,19.94,27.7,Yes,4,1,No,[I] Lipid transport and metabolism,Cytoplasmic,663,0.54,681,0.44,1344,0.49,0.37,No
b2223,atoE,63.96,95.96,145.14,111.61,28.29,18.32,18.9,24.89,Yes,4,3,No,[I] Lipid transport and metabolism,Integral Membrane Protein,1323,0.53,NA,NA,NA,NA,0.37,No
b2224,atoB,105.73,115.82,128.65,123.19,17.03,12.93,14.67,16.16,Yes,4,4,No,[I] Lipid transport and metabolism,Unknown,1185,0.53,NA,NA,NA,NA,0.35,No
b2225,yfaP,51.06,95.25,137.97,148.37,31.29,23.76,21.81,21.66,Yes,6,NA,No,[S] Function unknown,Periplasmic,777,0.53,NA,NA,NA,NA,0.33,No
b2231,gyrA,2625.83,4992,8367.59,6935.18,2.86,2.04,1.79,2.37,No,1,NA,Yes,"[L] Replication, recombination and repair",Cytoplasmic,2628,0.54,37,0.49,2665,0.54,0.58,No
b2232,ubiG,4106.29,4843.62,10660.55,11838.72,2.35,1.75,1.3,1.4,No,1,NA,No,[H] Coenzyme transport and metabolism,Cytoplasmic,723,0.54,27,0.48,750,0.54,0.42,No
b2233,yfaL,624.23,797.68,1266.28,1138.38,4.92,3.84,3.25,3.47,No,1,NA,No,[M] Cell wall/membrane/envelope biogenesis,Periplasmic,3753,0.51,NA,NA,NA,NA,0.36,Yes
b2234,nrdA,6088.05,8079.52,15950.93,17784.03,2.01,1.54,1.26,1.28,Yes,3,1,Yes,[F] Nucleotide transport and metabolism,Cytoplasmic,2286,0.54,107,0.41,2393,0.53,0.58,No
b2235,nrdB,3160.54,5422.1,7456.23,7747,2.55,1.98,1.9,1.67,Yes,3,2,Yes,[F] Nucleotide transport and metabolism,Cytoplasmic,1131,0.51,32,0.5,1163,0.51,0.57,No
b2236,yfaE,493.67,927.18,1371.03,1553.49,5.23,3.18,3.02,2.61,Yes,3,3,No,[C] Energy production and conversion,Cytoplasmic,255,0.56,90,0.52,345,0.55,0.46,No
b2237,inaA,837.28,953.73,1098.28,2246.43,4.29,3.44,3.2,2.36,No,1,NA,No,NA,Cytoplasmic,651,0.49,651,0.42,1302,0.46,0.43,No
b2239,glpQ,866.74,1285.43,965.97,693.04,4.66,4.6,5.95,4.67,Yes,2,2,No,[C] Energy production and conversion,Periplasmic,1077,0.46,NA,NA,NA,NA,0.43,Yes
b2245,rhmA,338.31,417.33,596.63,438.67,10.44,8.93,7.11,8.56,Yes,4,4,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,804,0.54,NA,NA,NA,NA,0.33,No
b2246,rhmT,418.16,271.14,315.36,180.87,10.1,13.81,11.28,12.91,Yes,4,3,No,NA,Integral Membrane Protein,1290,0.53,NA,NA,NA,NA,0.33,No
b2249,yfaY,1979.52,2375.5,4734.87,5441.83,2.94,2.46,1.86,2.54,No,1,NA,No,[R] General function prediction only,Cytoplasmic,1203,0.54,NA,NA,NA,NA,0.4,No
b2251,nudI,38.39,72.83,80.45,120.85,29.51,14.85,19.29,15.27,No,1,NA,No,"[L] Replication, recombination and repair",Cytoplasmic,426,0.48,NA,NA,NA,NA,0.34,No
b2253,arnB,499.29,604.87,695.64,895.68,6.47,5.18,4.77,4.78,Yes,7,1,No,NA,Cytoplasmic,1158,0.51,691,0.41,1849,0.47,0.34,No
b2254,arnC,400.58,495.2,852.7,1333.02,6.09,4.24,3.56,2.98,Yes,7,2,No,[M] Cell wall/membrane/envelope biogenesis,Integral Membrane Protein,969,0.5,426,0.52,1395,0.5,0.37,No
b2255,arnA,105.76,159.07,241.82,311.41,13.3,7.44,8.13,6.42,Yes,7,3,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,1983,0.51,NA,NA,NA,NA,0.41,No
b2256,arnD,101.23,159.47,214.25,179.6,15.45,11.5,10.4,10.85,Yes,7,4,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,891,0.53,358,0.52,1249,0.53,0.39,No
b2259,pmrD,800.55,911.36,791.22,1258.84,4.28,3.4,4.06,3.54,No,1,NA,No,NA,Cytoplasmic,267,0.47,33,0.36,300,0.46,0.29,No
b2260,menE,339.53,530.63,1302.74,1761.07,7.14,4.9,3.61,3.09,Yes,6,6,No,[I] Lipid transport and metabolism,Cytoplasmic,1356,0.56,NA,NA,NA,NA,0.34,No
b2261,menC,1215.09,1953.06,4329.66,3811.89,4.43,3.88,3.04,2.42,Yes,6,5,No,[H] Coenzyme transport and metabolism,Cytoplasmic,963,0.59,83,0.49,1046,0.58,0.38,No
b2262,menB,958.53,1505.89,2998.76,3516.89,6.03,5.11,3.91,3.58,Yes,6,4,No,[H] Coenzyme transport and metabolism,Cytoplasmic,858,0.56,155,0.58,1013,0.56,0.64,No
b2263,menH,143.57,211.15,471.65,734.66,11.28,7.46,5.84,4.31,Yes,6,3,No,[R] General function prediction only,Cytoplasmic,759,0.56,NA,NA,NA,NA,0.33,No
b2264,menD,486.62,779.9,1428.54,1717.8,5.75,4.09,2.96,2.89,Yes,6,2,No,[H] Coenzyme transport and metabolism,Cytoplasmic,1671,0.58,NA,NA,NA,NA,0.38,No
b2265,menF,838.23,1074.8,1625.62,2195.88,4.31,3.21,2.59,2.35,Yes,6,1,No,NA,Cytoplasmic,1296,0.53,165,0.54,1461,0.53,0.34,No
b2266,elaB,3094.11,2128.47,2848.31,4123.4,5.64,5.59,4.88,5.37,No,1,NA,No,[S] Function unknown,Membrane Anchored,306,0.52,508,0.47,814,0.49,0.38,No
b2267,elaA,1691.34,1819.2,2374.65,4430.13,4.15,3.71,3.55,3.54,No,1,NA,No,[R] General function prediction only,Cytoplasmic,462,0.48,22,0.32,484,0.47,0.34,No
b2268,rbn,438.21,659.97,801.85,1139.19,6.24,4.16,3.67,3.56,No,1,NA,No,NA,Cytoplasmic,918,0.51,26,0.27,944,0.5,0.37,No
b2284,nuoF,10475.92,13907.98,26214.95,22160.89,2.26,2.2,2.27,1.88,Yes,13,5,No,[C] Energy production and conversion,Cytoplasmic,1338,0.56,342,0.55,1680,0.56,0.53,No
b2285,nuoE,22314.56,26120.47,45425.9,41702.66,2.12,2.04,2.01,1.68,Yes,13,4,No,[C] Energy production and conversion,Cytoplasmic,501,0.55,272,0.53,773,0.55,0.51,No
b2286,nuoC,17126.02,23213.07,39800.47,35131.55,2.06,1.74,1.65,1.6,Yes,13,3,No,[C] Energy production and conversion,Cytoplasmic,1791,0.56,670,0.51,2461,0.54,0.56,No
b2287,nuoB,17223.83,23338.26,34420.33,30709.47,2.23,1.71,1.58,1.57,Yes,13,2,No,[C] Energy production and conversion,Cytoplasmic,663,0.52,441,0.54,1104,0.53,0.51,No
b2288,nuoA,17673.53,19462.71,28831.88,26636.37,2.08,1.69,1.49,1.5,Yes,13,1,No,NA,Integral Membrane Protein,444,0.53,128,0.4,572,0.5,0.45,No
b2289,lrhA,7295.43,6437.99,7932.99,6776.63,2.46,2.13,1.86,1.69,No,1,NA,No,[K] Transcription,Cytoplasmic,939,0.5,371,0.43,1310,0.48,0.35,No
b2290,alaA,3993.08,5670.57,8086.96,7296.89,2.29,1.71,1.43,1.89,Yes,2,1,No,[E] Amino acid transport and metabolism,Cytoplasmic,1218,0.5,52,0.5,1270,0.5,0.47,No
b2291,yfbR,289.92,382.09,570.4,712.36,8.28,5.51,4.67,4.47,Yes,2,2,No,[R] General function prediction only,Cytoplasmic,600,0.49,27,0.41,627,0.49,0.39,No
b2292,yfbS,284.16,344.62,577.08,561.81,7.77,5.82,4.52,4.91,No,1,NA,No,[P] Inorganic ion transport and metabolism,Integral Membrane Protein,1833,0.52,NA,NA,NA,NA,0.33,No
b2293,yfbT,921.02,1636.95,2812.91,2589.12,4.57,3.97,2.95,4.2,Yes,2,2,No,[R] General function prediction only,Cytoplasmic,651,0.57,310,0.5,961,0.55,0.35,No
b2294,yfbU,5807.12,7294.61,13920.25,15149.52,2.52,2.73,2.29,3.91,Yes,2,1,No,[S] Function unknown,Cytoplasmic,495,0.48,51,0.39,546,0.47,0.43,No
b2295,yfbV,1018.4,1775.23,2000.3,1933.03,4.3,2.82,2.65,2.72,No,1,NA,No,[S] Function unknown,Integral Membrane Protein,456,0.51,661,0.43,1117,0.46,0.33,No
b2296,ackA,5953.13,5722.8,11538.44,10752.46,2.36,1.88,1.5,2.77,Yes,2,1,No,[C] Energy production and conversion,Periplasmic,1203,0.52,223,0.38,1426,0.5,0.7,No
b2297,pta,2445.47,3378.33,6610.93,5445.25,3.02,2.16,1.74,3.26,Yes,2,2,No,[C] Energy production and conversion,Periplasmic,2145,0.56,260,0.54,2405,0.55,0.71,No
b2299,yfcD,933.24,1868.52,2262.21,3065.15,4.32,3.06,2.71,3.49,No,1,NA,No,"[L] Replication, recombination and repair",Cytoplasmic,543,0.53,568,0.52,1111,0.52,0.41,No
b2300,yfcE,2138.1,3125.67,4388.56,7197.7,3.14,2.67,2.29,4.18,No,1,NA,No,NA,Cytoplasmic,555,0.52,20,0.45,575,0.52,0.38,No
b2301,yfcF,770.05,887.38,1054.96,1525.73,4.56,3.54,3.37,3.66,No,1,NA,No,"[O] Posttranslational modification, protein turnover, chaperones",Cytoplasmic,645,0.52,28,0.57,673,0.52,0.34,No
b2303,folX,4263.34,6255.3,8026.46,10243.55,2.47,2.24,1.94,2.17,Yes,2,1,No,[H] Coenzyme transport and metabolism,Cytoplasmic,363,0.45,24,0.42,387,0.45,0.45,No
b2304,yfcH,4022.74,3710.25,5014.38,5989.53,2.46,2.23,2.11,1.63,Yes,2,2,No,[R] General function prediction only,Cytoplasmic,894,0.55,NA,NA,NA,NA,0.34,No
b2305,yfcI,196.83,231.48,256.3,305.59,8.92,6.65,8.16,5.84,No,1,NA,No,NA,Cytoplasmic,891,0.46,NA,NA,NA,NA,0.29,No
b2306,hisP,2449.66,2305.49,3822.88,4937.14,2.73,2.37,2.17,1.83,Yes,5,5,No,[E] Amino acid transport and metabolism,Cytoplasmic,774,0.52,267,0.51,1041,0.52,0.35,No
b2307,hisM,2699.75,2233.09,4791.03,7762.59,2.67,2.37,1.88,1.43,Yes,5,4,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,717,0.5,NA,NA,NA,NA,0.39,No
b2308,hisQ,5585.28,4666.96,8270.8,12238.28,2.26,1.96,1.69,1.24,Yes,5,3,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,687,0.53,NA,NA,NA,NA,0.36,No
b2309,hisJ,14285.79,18890.03,17911.4,19182.95,2.75,3.27,2.54,2.49,Yes,5,2,No,[E] Amino acid transport and metabolism,Unknown,783,0.49,49,0.33,832,0.48,0.47,Yes
b2310,argT,17511.32,14366.68,11095.8,9324.31,3.7,5.27,4.53,2.45,Yes,5,1,No,[E] Amino acid transport and metabolism,Periplasmic,783,0.5,146,0.36,929,0.48,0.43,Yes
b2311,ubiX,280.52,381.81,739.77,1030.18,7.76,5.76,3.87,3.42,Yes,3,3,No,[H] Coenzyme transport and metabolism,Cytoplasmic,570,0.53,108,0.55,678,0.53,0.35,No
b2312,purF,6532.26,8999.2,22863.75,28617.63,2,1.54,1.17,1.51,Yes,3,2,No,[F] Nucleotide transport and metabolism,Cytoplasmic,1518,0.53,386,0.49,1904,0.52,0.51,No
b2313,cvpA,10993.27,14148.62,28870.43,40983.51,1.85,1.5,1.21,1.33,Yes,3,1,No,[R] General function prediction only,Integral Membrane Protein,489,0.49,36,0.5,525,0.49,0.34,No
b2314,dedD,2416.39,2677.95,4473.75,3902.04,2.91,2.47,1.97,2.16,Yes,2,2,No,[S] Function unknown,Membrane Anchored,663,0.57,253,0.55,916,0.57,0.39,No
b2315,folC,2613.4,3379.03,5459.91,6106.71,2.8,2.04,1.72,1.77,Yes,2,1,Yes,[H] Coenzyme transport and metabolism,Cytoplasmic,1269,0.56,18,0.5,1287,0.56,0.4,No
b2316,accD,9341.4,10323.51,16596.14,19712.05,2.27,1.85,1.59,1.63,No,1,NA,Yes,[I] Lipid transport and metabolism,Cytoplasmic,915,0.55,267,0.46,1182,0.53,0.51,No
